macro,semantic_key,description,domain,ideological_universe,k,election,case_id,case_label,selector_rule,metric,raw_value,exact_value,display_value,format,source_object,source_file,selector_source_file,selection_group,source_row_count
IdeologySeatWinningTwentyFourteenKOneNegativeWithinCountWords,IdeologySeatWinningTwentyFourteenKOneNegativeWithinCountWords,Minimal one-gap inversions with negative within-district component: A_C (count_negative),ideological,seat_winning,1,2014,PSOL|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PSOL|PCdoB|PT|PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PT|PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD; PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB; PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB; PDT|PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB; PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP; PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN; PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN; PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB; PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR; PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR; PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR|PRB; PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR|PRB|PTC|PSDC|PSL; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP; SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC; PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PSC|PEN; PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC|PEN; PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN|DEM; PMDB|PSD|PSDB|PTN|PRTB|PRP|PR|PRB|PTC|PSDC|PSL|PP; PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP|PSC,,"aggregate; filters=(ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true, election = 2014); members=nothing",A_C,2,,two,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyFourteenKOneNegativeWithin,46
IdeologySeatWinningTwentyTwentyTwoKOneNegativeWithinCountWords,IdeologySeatWinningTwentyTwentyTwoKOneNegativeWithinCountWords,Minimal one-gap inversions with negative within-district component: A_C (count_negative),ideological,seat_winning,1,2022,AVANTE|MDB|PSDB|PSD|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO; AVANTE|MDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO; MDB|PSDB|PSD|PODE|PTB|PP|REPUBLICANOS|PSC|UNIÃO; MDB|PSDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|UNIÃO; MDB|PSDB|PSD|PODE|PROS|PP|REPUBLICANOS|PSC|UNIÃO; MDB|PSDB|PSD|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA; MDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO; PSD|PODE|PROS|PTB|PP|REPUBLICANOS|PSC|PATRIOTA|NOVO|PL; PODE|PROS|PTB|PP|REPUBLICANOS|UNIÃO|PATRIOTA|NOVO|PL; PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|PL; PROS|PTB|PP|REPUBLICANOS|PSC|UNIÃO|NOVO|PL; PP|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,,"aggregate; filters=(ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true, election = 2022); members=nothing",A_C,1,,one,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKOneNegativeWithin,12
IdeologyAllPartiesKZeroPositiveWithinCountWords,IdeologyAllPartiesKZeroPositiveWithinCountWords,All-party connected minimal inversions with positive within component: A_C (count_positive),ideological,all_parties,0,,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL; MDB|PMN|PSDB|PSD|PMB|PODE|PROS|PRTB|AGIR|PTB|PP|DC|REPUBLICANOS|PSC|UNIÃO; PP|DC|REPUBLICANOS|PSC|UNIÃO|PATRIOTA|NOVO|PL,,"aggregate; filters=(ideological_universe = ""all_parties"", k = 0, minimal_inversion = true); members=nothing",A_C,5,,five,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologyAllPartiesKZeroPositiveWithin,6
IdeologySeatWinningTwentyFourteenKOnePTCountWords,IdeologySeatWinningTwentyFourteenKOnePTCountWords,PT membership among 2014 primary one-gap minimal inversions: includes_PT (sum),ideological,seat_winning,1,2014,PSOL|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PSOL|PCdoB|PT|PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB; PCdoB|PT|PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB; PT|PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD; PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB; PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB; PDT|PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB; PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP; PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN; PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN; PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB; PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS; PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR; PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR; PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB|PROS|PRP|PR; PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR|PRB; PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB; PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR|PRB|PTC|PSDC|PSL; PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL; SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP; SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC; PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC; PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PSC|PEN; PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC|PEN; PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN|DEM; PMDB|PSD|PSDB|PTN|PRTB|PRP|PR|PRB|PTC|PSDC|PSL|PP; PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP|PSC,,"aggregate; filters=(election = 2014, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true); members=nothing",includes_PT,7,,seven,words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyFourteenKOnePT,46
IdeologySeatWinningTwentyTwentyTwoKOneMDBUniaoCountWords,IdeologySeatWinningTwentyTwentyTwoKOneMDBUniaoCountWords,Gapped minimal inversions spanning MDB--UNIÃO: count (sum),ideological,seat_winning,1,2022,MDB|PSDB|PSD|PODE|PTB|PP|REPUBLICANOS|PSC|UNIÃO; MDB|PSDB|PSD|PODE|PROS|PTB|PP|REPUBLICANOS|UNIÃO; MDB|PSDB|PSD|PODE|PROS|PP|REPUBLICANOS|PSC|UNIÃO,,"aggregate; filters=(election = 2022, ideological_universe = ""seat_winning"", k = 1, minimal_inversion = true, left_endpoint = ""MDB"", right_endpoint = ""UNIÃO"", gap_count = 1); members=nothing",count,3,,Three,Words,ideology,raw/ideology_k_gap_accounting_both_universes.csv,raw/ideology_k_gap_accounting_both_universes.csv,IdeologySeatWinningTwentyTwentyTwoKOneMDBUniao,3
CabinetPeriodsCountWords,CabinetPeriodsCountWords,All observed cabinet periods: count (sum),cabinet,not_applicable,,,2014/2015.1; 2014/2016.1; 2014/2016.2; 2014/2016.3; 2014/2016.4; 2014/2017.1; 2014/2018.1; 2014/2018.2; 2018/2019.1; 2018/2020.1; 2018/2020.2; 2018/2020.3; 2018/2020.4; 2018/2020.5; 2018/2021.1; 2018/2021.2; 2018/2021.3/2022.1; 2018/2022.2; 2018/2022.3; 2018/2022.4; 2022/2023.1; 2022/2023.2; 2022/2025.1,,aggregate; filters=NamedTuple(); members=nothing,count,23,,twenty-three,words,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetPeriods,23
CabinetPeriodsCount,CabinetPeriodsCount,All observed cabinet periods: count (sum),cabinet,not_applicable,,,2014/2015.1; 2014/2016.1; 2014/2016.2; 2014/2016.3; 2014/2016.4; 2014/2017.1; 2014/2018.1; 2014/2018.2; 2018/2019.1; 2018/2020.1; 2018/2020.2; 2018/2020.3; 2018/2020.4; 2018/2020.5; 2018/2021.1; 2018/2021.2; 2018/2021.3/2022.1; 2018/2022.2; 2018/2022.3; 2018/2022.4; 2022/2023.1; 2022/2023.2; 2022/2025.1,,aggregate; filters=NamedTuple(); members=nothing,count,23,,23,integer,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetPeriods,23
CabinetPeriodsOverrepresentedCount,CabinetPeriodsOverrepresentedCount,All observed cabinet periods: d_C (count_positive),cabinet,not_applicable,,,2014/2015.1; 2014/2016.1; 2014/2016.2; 2014/2016.3; 2014/2016.4; 2014/2017.1; 2014/2018.1; 2014/2018.2; 2018/2019.1; 2018/2020.1; 2018/2020.2; 2018/2020.3; 2018/2020.4; 2018/2020.5; 2018/2021.1; 2018/2021.2; 2018/2021.3/2022.1; 2018/2022.2; 2018/2022.3; 2018/2022.4; 2022/2023.1; 2022/2023.2; 2022/2025.1,,aggregate; filters=NamedTuple(); members=nothing,d_C,20,,20,integer,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetPeriods,23
CabinetPeriodsOverrepresentedCountWords,CabinetPeriodsOverrepresentedCountWords,All observed cabinet periods: d_C (count_positive),cabinet,not_applicable,,,2014/2015.1; 2014/2016.1; 2014/2016.2; 2014/2016.3; 2014/2016.4; 2014/2017.1; 2014/2018.1; 2014/2018.2; 2018/2019.1; 2018/2020.1; 2018/2020.2; 2018/2020.3; 2018/2020.4; 2018/2020.5; 2018/2021.1; 2018/2021.2; 2018/2021.3/2022.1; 2018/2022.2; 2018/2022.3; 2018/2022.4; 2022/2023.1; 2022/2023.2; 2022/2025.1,,aggregate; filters=NamedTuple(); members=nothing,d_C,20,,twenty,words,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetPeriods,23
CabinetPeriodsUnderrepresentedCountWords,CabinetPeriodsUnderrepresentedCountWords,All observed cabinet periods: d_C (count_negative),cabinet,not_applicable,,,2014/2015.1; 2014/2016.1; 2014/2016.2; 2014/2016.3; 2014/2016.4; 2014/2017.1; 2014/2018.1; 2014/2018.2; 2018/2019.1; 2018/2020.1; 2018/2020.2; 2018/2020.3; 2018/2020.4; 2018/2020.5; 2018/2021.1; 2018/2021.2; 2018/2021.3/2022.1; 2018/2022.2; 2018/2022.3; 2018/2022.4; 2022/2023.1; 2022/2023.2; 2022/2025.1,,aggregate; filters=NamedTuple(); members=nothing,d_C,3,,three,words,periods,raw/coalition_period_quantities.csv,raw/coalition_period_quantities.csv,CabinetPeriods,23
CabinetInversionsCountWords,CabinetInversionsCountWords,Observed inverted cabinet periods and distinct accounting vectors: count (sum),cabinet,not_applicable,,,cabinet/2014/2016.2; cabinet/2014/2017.1; cabinet/2018/2021.3/2022.1; cabinet/2022/2023.1,,"aggregate; filters=(case_domain = ""cabinet"",); members=nothing",count,4,,four,words,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetInversions,4
CabinetInversionsUniqueVectorsWords,CabinetInversionsUniqueVectorsWords,Observed inverted cabinet periods and distinct accounting vectors: numerical_vector_group (unique_count),cabinet,not_applicable,,,cabinet/2014/2016.2; cabinet/2014/2017.1; cabinet/2018/2021.3/2022.1; cabinet/2022/2023.1,,"aggregate; filters=(case_domain = ""cabinet"",); members=nothing",numerical_vector_group,4,,four,words,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetInversions,4
CabinetInversionsCountCapitalized,CabinetInversionsCountCapitalized,Observed inverted cabinet periods and distinct accounting vectors: count (sum),cabinet,not_applicable,,,cabinet/2014/2016.2; cabinet/2014/2017.1; cabinet/2018/2021.3/2022.1; cabinet/2022/2023.1,,"aggregate; filters=(case_domain = ""cabinet"",); members=nothing",count,4,,Four,Words,cabinet,raw/accounting_all_inversion_decomposition.csv,raw/accounting_all_inversion_decomposition.csv,CabinetInversions,4
CabinetComponentsPositiveBetweenWords,CabinetComponentsPositiveBetweenWords,District component signs across all cabinet periods: B_C (count_positive),cabinet,not_applicable,,,2014/2015.1; 2014/2016.1; 2014/2016.2; 2014/2016.3; 2014/2016.4; 2014/2017.1; 2014/2018.1; 2014/2018.2; 2018/2019.1; 2018/2020.1; 2018/2020.2; 2018/2020.3; 2018/2020.4; 2018/2020.5; 2018/2021.1; 2018/2021.2; 2018/2021.3/2022.1; 2018/2022.2; 2018/2022.3; 2018/2022.4; 2022/2023.1; 2022/2023.2; 2022/2025.1,,aggregate; filters=NamedTuple(); members=nothing,B_C,6,,six,words,linkage,raw/cabinet_party_set_period_linkage.csv,raw/cabinet_party_set_period_linkage.csv,CabinetComponents,23
CabinetComponentsPositiveWithinWords,CabinetComponentsPositiveWithinWords,District component signs across all cabinet periods: A_C (count_positive),cabinet,not_applicable,,,2014/2015.1; 2014/2016.1; 2014/2016.2; 2014/2016.3; 2014/2016.4; 2014/2017.1; 2014/2018.1; 2014/2018.2; 2018/2019.1; 2018/2020.1; 2018/2020.2; 2018/2020.3; 2018/2020.4; 2018/2020.5; 2018/2021.1; 2018/2021.2; 2018/2021.3/2022.1; 2018/2022.2; 2018/2022.3; 2018/2022.4; 2022/2023.1; 2022/2023.2; 2022/2025.1,,aggregate; filters=NamedTuple(); members=nothing,A_C,23,,twenty-three,words,linkage,raw/cabinet_party_set_period_linkage.csv,raw/cabinet_party_set_period_linkage.csv,CabinetComponents,23
CabinetTwentyFourteenDurationInversionDays,CabinetTwentyFourteenDurationInversionDays,2014 mandate coverage and inversion duration: inversion_days (identity),cabinet,not_applicable,,2014,,,"unique; filters=(election_year = 2014,); members=nothing",inversion_days,102,,102,integer,duration,raw/observed_cabinet_duration_summary.csv,raw/observed_cabinet_duration_summary.csv,CabinetTwentyFourteenDuration,1
CabinetTwentyFourteenDurationCoveredDays,CabinetTwentyFourteenDurationCoveredDays,2014 mandate coverage and inversion duration: covered_days (identity),cabinet,not_applicable,,2014,,,"unique; filters=(election_year = 2014,); members=nothing",covered_days,1461,,1461,integer,duration,raw/observed_cabinet_duration_summary.csv,raw/observed_cabinet_duration_summary.csv,CabinetTwentyFourteenDuration,1
CabinetTwentyFourteenDurationInversionsWords,CabinetTwentyFourteenDurationInversionsWords,2014 mandate coverage and inversion duration: n_inversion_periods (identity),cabinet,not_applicable,,2014,,,"unique; filters=(election_year = 2014,); members=nothing",n_inversion_periods,2,,two,words,duration,raw/observed_cabinet_duration_summary.csv,raw/observed_cabinet_duration_summary.csv,CabinetTwentyFourteenDuration,1
CabinetTwentyEighteenDurationInversionDays,CabinetTwentyEighteenDurationInversionDays,2018 mandate coverage and inversion duration: inversion_days (identity),cabinet,not_applicable,,2018,,,"unique; filters=(election_year = 2018,); members=nothing",inversion_days,238,,238,integer,duration,raw/observed_cabinet_duration_summary.csv,raw/observed_cabinet_duration_summary.csv,CabinetTwentyEighteenDuration,1
CabinetTwentyEighteenDurationCoveredDays,CabinetTwentyEighteenDurationCoveredDays,2018 mandate coverage and inversion duration: covered_days (identity),cabinet,not_applicable,,2018,,,"unique; filters=(election_year = 2018,); members=nothing",covered_days,1461,,1461,integer,duration,raw/observed_cabinet_duration_summary.csv,raw/observed_cabinet_duration_summary.csv,CabinetTwentyEighteenDuration,1
CabinetTwentyTwentyTwoDurationInversionDays,CabinetTwentyTwentyTwoDurationInversionDays,2022 mandate coverage and inversion duration: inversion_days (identity),cabinet,not_applicable,,2022,,,"unique; filters=(election_year = 2022,); members=nothing",inversion_days,255,,255,integer,duration,raw/observed_cabinet_duration_summary.csv,raw/observed_cabinet_duration_summary.csv,CabinetTwentyTwentyTwoDuration,1
CabinetTwentyTwentyTwoDurationCoveredDays,CabinetTwentyTwentyTwoDurationCoveredDays,2022 mandate coverage and inversion duration: covered_days (identity),cabinet,not_applicable,,2022,,,"unique; filters=(election_year = 2022,); members=nothing",covered_days,1174,,1174,integer,duration,raw/observed_cabinet_duration_summary.csv,raw/observed_cabinet_duration_summary.csv,CabinetTwentyTwentyTwoDuration,1
PartyTwentyFourteenEverCabinetMeanVotePct,PartyTwentyFourteenEverCabinetMeanVotePct,2014 mean vote share by cabinet participation: mean_vote_share (identity),party,not_applicable,,2014,,,"unique; filters=(election = ""2014"", ever_in_cabinet = true); members=nothing",mean_vote_share,0.056346958243987964,,5.63,pct2,size,tables/report/party_size_cabinet_summary.csv,tables/report/party_size_cabinet_summary.csv,PartyTwentyFourteenEverCabinet,1
PartyTwentyFourteenNeverCabinetMeanVotePct,PartyTwentyFourteenNeverCabinetMeanVotePct,2014 mean vote share by cabinet participation: mean_vote_share (identity),party,not_applicable,,2014,,,"unique; filters=(election = ""2014"", ever_in_cabinet = false); members=nothing",mean_vote_share,0.00910562507883415,,0.91,pct2,size,tables/report/party_size_cabinet_summary.csv,tables/report/party_size_cabinet_summary.csv,PartyTwentyFourteenNeverCabinet,1
PartyTwentyFourteenLargePositiveWithinWords,PartyTwentyFourteenLargePositiveWithinWords,2014 parties at the descriptive 5 percent benchmark: positive_A_i_count (identity),party,not_applicable,,2014,,,"unique; filters=(election = ""2014"", size_group = "">=5%""); members=nothing",positive_A_i_count,6,,six,words,size_groups,tables/report/party_size_groups.csv,tables/report/party_size_groups.csv,PartyTwentyFourteenLarge,1
PartyTwentyFourteenLargeCountWords,PartyTwentyFourteenLargeCountWords,2014 parties at the descriptive 5 percent benchmark: n (identity),party,not_applicable,,2014,,,"unique; filters=(election = ""2014"", size_group = "">=5%""); members=nothing",n,7,,seven,words,size_groups,tables/report/party_size_groups.csv,tables/report/party_size_groups.csv,PartyTwentyFourteenLarge,1
PartyTwentyEighteenEverCabinetMeanVotePct,PartyTwentyEighteenEverCabinetMeanVotePct,2018 mean vote share by cabinet participation: mean_vote_share (identity),party,not_applicable,,2018,,,"unique; filters=(election = ""2018"", ever_in_cabinet = true); members=nothing",mean_vote_share,0.05052679368288137,,5.05,pct2,size,tables/report/party_size_cabinet_summary.csv,tables/report/party_size_cabinet_summary.csv,PartyTwentyEighteenEverCabinet,1
