file,line,role,text
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,117,generated asset,2023.1 & CV5-041 & lula\_3-2023-01-01 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,118,generated asset,2023.2 & CV5-042 & lula\_3-2023-09-13 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,119,generated asset,2023.3 & CV5-043 & lula\_3-2023-12-04 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,120,generated asset,2023.4 & CV5-044 & lula\_3-2023-12-06 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,121,generated asset,2024.1 & CV5-045 & lula\_3-2024-12-03 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,122,generated asset,2024.2 & CV5-046 & lula\_3-2024-12-06 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,123,generated asset,2025.1 & CV5-047 & lula\_3-2025-10-08 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,124,generated asset,2025.2 & CV5-048 & lula\_3-2025-10-09 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,125,generated asset,2025.3 & CV5-049 & lula\_3-2025-11-13 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,126,generated asset,2025.4 & CV5-050 & lula\_3-2025-11-17 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,127,generated asset,2025.5 & CV5-051 & lula\_3-2025-12-08 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,128,generated asset,2025.6 & CV5-052 & lula\_3-2025-12-19 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,129,generated asset,2025.7 & CV5-053 & lula\_3-2025-12-23 \\
generated/cabinet_v5/tables/table_appendix_cabinet_composition.tex,132,generated asset,"\noindent\footnotesize Exact source starts, exclusive ends, and overlap dates are in \texttt{generated/cabinet\_v5/historical\_analytical\_linkage.csv}."
generated/cabinet_v5/tables/table_observed_inversion_decomposition.tex,6,generated asset,"2022 & 2023.1 & 255 & 48.89 & 263 & 12.204 & 13.196 & -0.992 & MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO \\"
generated/cabinet_v5/tables/table_observed_inversion_decomposition.tex,9,generated asset,\par\smallskip{\footnotesize V5 primary analytical periods. 2016.3: 5 established and 0 provisional days; 2023.1: 255 established and 0 provisional days.}
generated/cabinet_v5/tables/table_coalition_party_contributions.tex,12,generated asset,Cabinet 2014/2016.3 & 20.271 & 22.773 & 2.502 & PMDB (8.13); PSD (4.55) & PT (-2.42); PCdoB (-0.08) \\
generated/cabinet_v5/tables/table_coalition_party_contributions.tex,13,generated asset,Cabinet 2022/2023.1 & 12.204 & 26.461 & 14.257 & UNIÃO (11.10); PT (6.94) & PSOL (-6.06); PSB (-5.57) \\
generated/cabinet_v5/tables/table_coalition_party_component_extremes.tex,14,generated asset,\multicolumn{5}{@{}l}{\textit{Observed cabinet inversions}} \\ \addlinespace[2pt]
generated/cabinet_v5/tables/table_coalition_party_component_extremes.tex,30,generated asset,"\footnotesize\textit{Notes:} Entries show the two largest positive and two most negative contributions in seats; values are rounded to two decimals. Cases are identified by election year and cabinet period or interval endpoints. \(A_i\) and \(B_i\) are ex post accounting contributions: \(d_i=A_i+B_i\), \(A_C=\sum_{i\in C}A_i\), and \(B_C=\sum_{i\in C}B_i\). For 2014 and 2018, party-level attribution is ex post because seats were often allocated through joint electoral lists. These values do not identify party-specific causal effects of electoral rules."
generated/cabinet_v5/tables/table_accounting_gross_components.tex,21,generated asset,Cabinet 2014/2016.3 & party & \(A\) & 17.68 & 1.94 & 15.74 & 20\% & PR & 5.04 & PT & -1.22 & 21\% \\
generated/cabinet_v5/tables/table_accounting_gross_components.tex,22,generated asset,Cabinet 2014/2016.3 & party & \(B\) & 6.57 & 2.04 & 4.53 & 47\% & PMDB & 4.22 & PT & -1.21 & 31\% \\
generated/cabinet_v5/tables/table_accounting_gross_components.tex,23,generated asset,Cabinet 2014/2016.3 & state & \(A\) & 20.42 & 4.67 & 15.74 & 37\% & RJ & 4.72 & MT & -1.33 & 8\% \\
generated/cabinet_v5/tables/table_accounting_gross_components.tex,24,generated asset,Cabinet 2014/2016.3 & state & \(B\) & 23.83 & 19.30 & 4.53 & 90\% & AC & 3.04 & SP & -15.33 & 16\% \\
generated/cabinet_v5/tables/table_accounting_gross_components.tex,25,generated asset,Cabinet 2022/2023.1 & party & \(A\) & 26.07 & 12.88 & 13.20 & 66\% & UNIÃO & 9.36 & PSB & -5.55 & 17\% \\
generated/cabinet_v5/tables/table_accounting_gross_components.tex,26,generated asset,Cabinet 2022/2023.1 & party & \(B\) & 4.23 & 5.22 & -0.99 & 89\% & UNIÃO & 1.75 & PSOL & -2.66 & 19\% \\
generated/cabinet_v5/tables/table_accounting_gross_components.tex,27,generated asset,Cabinet 2022/2023.1 & state & \(A\) & 20.84 & 7.64 & 13.20 & 54\% & RJ & 2.92 & DF & -1.73 & 6\% \\
generated/cabinet_v5/tables/table_accounting_gross_components.tex,28,generated asset,Cabinet 2022/2023.1 & state & \(B\) & 23.65 & 24.64 & -0.99 & 98\% & RR & 3.15 & SP & -18.35 & 17\% \\
submission_inversions_frozen/cover_letter.tex,22,"other draft, report or archived source","The article fits the special issue by identifying a dark-side mechanism inside proportional representation. It shifts attention from party-level proportionality to coalition-level majority status, showing that post-electoral party sets can command legislative seat majorities without corresponding national vote majorities. The empirical case is Brazil's Chamber of Deputies, where the manuscript studies observed cabinet coalitions and ideologically contiguous party intervals after the 2014, 2018, and 2022 federal-deputy elections."
submission_inversions_frozen/title_page.tex,19,"other draft, report or archived source","Proportional representation is typically evaluated by asking whether parties receive seats in proportion to votes. In fragmented legislatures, however, the politically relevant unit is often not a party but a coalition. This article examines coalition-level election inversions in Brazil's Chamber of Deputies. A coalition inversion occurs when a set of parties controls a legislative seat majority while receiving less than half of the national federal-deputy vote. Using party vote totals, elected-seat totals, cabinet-period coalition data, and party ideology classifications for the 2014, 2018, and 2022 federal-deputy elections, I identify inversions in two analytically distinct objects: observed cabinet coalitions and ideological intervals defined over the election-year party set. Three observed cabinet periods satisfy the inversion criterion: two during the mandate that followed the 2014 election and one during the mandate that followed the 2022 election. No observed inversion appears after the 2018 election because the relevant cabinet coalitions remain below the Chamber majority threshold. An all-interval ideological search finds minimal connected interval inversions in 2014 and 2022, including a compact  interval with 45.35 percent of the vote and 258 of 513 seats. The results show that Brazil's federally allocated and highly fragmented proportional system can generate coalitional inversions: party sets with less than half of the national vote can nevertheless command legislative majorities."
submission_inversions_frozen/title_page.tex,37,"other draft, report or archived source","\textbf{Data availability.} For review, the data and replication materials are available in an anonymized repository: \url{https://anonymous.4open.science/r/electoral-inversion-B6B5/README.md}. For final publication, the analysis uses public election data from Brazil's Tribunal Superior Eleitoral and cabinet/party classification inputs documented in the replication repository."
submission_inversions_frozen/title_page.tex,41,"other draft, report or archived source","\textbf{Ethics approval.} This study uses publicly available aggregate electoral, cabinet, and party-classification data. No new human participants were recruited by the author. "
submission_inversions_frozen/manuscript/table_appendix_cabinet_interval_bridge.tex,6,generated asset,\caption{Cabinet coalitions and ideological intervals}\label{tab:cabinet-interval-bridge}\\
submission_inversions_frozen/manuscript/table_appendix_cabinet_interval_bridge.tex,8,generated asset,Election & Period & Cabinet & Ideology summary & Span & Gaps & Closure summary & Minimal winning & Minimal inversion \\
submission_inversions_frozen/manuscript/table_appendix_cabinet_interval_bridge.tex,12,generated asset,Election & Period & Cabinet & Ideology summary & Span & Gaps & Closure summary & Minimal winning & Minimal inversion \\
submission_inversions_frozen/manuscript/main.tex,73,"other draft, report or archived source","  Using party vote totals, elected-seat totals, cabinet-period coalition data,"
submission_inversions_frozen/manuscript/main.tex,76,"other draft, report or archived source",  observed cabinet coalitions and ideological intervals defined over the
